fiscal_year,state,commodity,raw_line,source_file
2022,Tamil Nadu,Unassigned Mineral,61 202 60 199 584 1933 706 2337   rfeyukMq   Tamil Nadu,04042022180822MSMP Mar 2020 _final release.pdf
2022,Rajasthan,Unassigned Mineral,6405 5999 9804 9119 124657 119054 184063 172013   jktLFkku   Rajasthan,04042022180822MSMP Mar 2020 _final release.pdf
2022,Madhya Pradesh,Limestone,"2020-21, among major states, Madhya Pradesh accounted for 249, Odisha 149, Gujarat 143,",02102022164140MSMP_Mar_21_advance release.pdf
2022,Odisha,Limestone,"2020-21, among major states, Madhya Pradesh accounted for 249, Odisha 149, Gujarat 143,",02102022164140MSMP_Mar_21_advance release.pdf
2022,Gujarat,Limestone,"2020-21, among major states, Madhya Pradesh accounted for 249, Odisha 149, Gujarat 143,",02102022164140MSMP_Mar_21_advance release.pdf
2022,Rajasthan,Limestone,"Karnataka 141, Andhra Pradesh 104, Chhattisgarh 100, Tamil Nadu 92, Rajasthan 82,",02102022164140MSMP_Mar_21_advance release.pdf
2022,Andhra Pradesh,Limestone,"Karnataka 141, Andhra Pradesh 104, Chhattisgarh 100, Tamil Nadu 92, Rajasthan 82,",02102022164140MSMP_Mar_21_advance release.pdf
2022,Chhattisgarh,Limestone,"Karnataka 141, Andhra Pradesh 104, Chhattisgarh 100, Tamil Nadu 92, Rajasthan 82,",02102022164140MSMP_Mar_21_advance release.pdf
2022,Karnataka,Limestone,"Karnataka 141, Andhra Pradesh 104, Chhattisgarh 100, Tamil Nadu 92, Rajasthan 82,",02102022164140MSMP_Mar_21_advance release.pdf
2022,Tamil Nadu,Limestone,"Karnataka 141, Andhra Pradesh 104, Chhattisgarh 100, Tamil Nadu 92, Rajasthan 82,",02102022164140MSMP_Mar_21_advance release.pdf
2022,Jharkhand,Limestone,Maharashtra 71 and Jharkhand 46.,02102022164140MSMP_Mar_21_advance release.pdf
2022,Maharashtra,Limestone,Maharashtra 71 and Jharkhand 46.,02102022164140MSMP_Mar_21_advance release.pdf
2022,Rajasthan,Limestone,"order of importance by Rajasthan 16097 crore or 20.5%, Chhattisgarh 14441 crore or",02102022164140MSMP_Mar_21_advance release.pdf
2022,Chhattisgarh,Limestone,"order of importance by Rajasthan 16097 crore or 20.5%, Chhattisgarh 14441 crore or",02102022164140MSMP_Mar_21_advance release.pdf
2022,Karnataka,Limestone,"18.4%, Karnataka 9922 crore or 12.6%. These states accounted for about 87% of the total",02102022164140MSMP_Mar_21_advance release.pdf
2022,Odisha,Limestone,registered decrease of 7% as compared to the previous year. Odisha with 77% contribution,02102022164140MSMP_Mar_21_advance release.pdf
2022,Odisha,Limestone,from Odisha. There were 23 reporting mines during the year as compared to 22 in the,02102022164140MSMP_Mar_21_advance release.pdf
2022,Rajasthan,Limestone,"was also reported from Goa, Madhya Pradesh, Maharashtra and Rajasthan. In 2020-21 forty-",02102022164140MSMP_Mar_21_advance release.pdf
2022,Madhya Pradesh,Limestone,"was also reported from Goa, Madhya Pradesh, Maharashtra and Rajasthan. In 2020-21 forty-",02102022164140MSMP_Mar_21_advance release.pdf
2022,Maharashtra,Limestone,"was also reported from Goa, Madhya Pradesh, Maharashtra and Rajasthan. In 2020-21 forty-",02102022164140MSMP_Mar_21_advance release.pdf
2022,Madhya Pradesh,Limestone,in 2020-21. Madhya Pradesh was the largest producer of Manganese Ore contributing 34% in,02102022164140MSMP_Mar_21_advance release.pdf
2022,Madhya Pradesh,Limestone,"Madhya Pradesh (13%), Andhra Pradesh and Chhattisgarh (12% each), Karnataka (10%),",02102022164140MSMP_Mar_21_advance release.pdf
2022,Andhra Pradesh,Limestone,"Madhya Pradesh (13%), Andhra Pradesh and Chhattisgarh (12% each), Karnataka (10%),",02102022164140MSMP_Mar_21_advance release.pdf
2022,Chhattisgarh,Limestone,"Madhya Pradesh (13%), Andhra Pradesh and Chhattisgarh (12% each), Karnataka (10%),",02102022164140MSMP_Mar_21_advance release.pdf
2022,Karnataka,Limestone,"Madhya Pradesh (13%), Andhra Pradesh and Chhattisgarh (12% each), Karnataka (10%),",02102022164140MSMP_Mar_21_advance release.pdf
2022,Tamil Nadu,Limestone,"Telangana (7%), Tamil Nadu and Gujarat (6% each) and remaining (13%) production was",02102022164140MSMP_Mar_21_advance release.pdf
2022,Gujarat,Limestone,"Telangana (7%), Tamil Nadu and Gujarat (6% each) and remaining (13%) production was",02102022164140MSMP_Mar_21_advance release.pdf
2022,Tamil Nadu,Limestone,21 as compared to that in preceding year. Tamil Nadu contributed 61% of the total production,02102022164140MSMP_Mar_21_advance release.pdf
2022,Karnataka,Limestone,during 2020-21. The remaining was reported from Uttarakhand (31%) and Karnataka (8%).,02102022164140MSMP_Mar_21_advance release.pdf
2022,Rajasthan,Limestone,4% as compared to that in the previous year. Rajasthan contributed 93% and the rest was,02102022164140MSMP_Mar_21_advance release.pdf
2022,Andhra Pradesh,Unassigned Mineral,1313282 1009458 10029334 10941164 vkU/kz izns'k  Andhra Pradesh,02102022164140MSMP_Mar_21_advance release.pdf
2022,Chhattisgarh,Unassigned Mineral,24997685 19808131 144405882 110977875 NRrhlx<  Chhattisgarh,02102022164140MSMP_Mar_21_advance release.pdf
2022,Gujarat,Unassigned Mineral,709319 678506 6432943 6962903 xqtjkr  Gujarat,02102022164140MSMP_Mar_21_advance release.pdf
2022,Jharkhand,Unassigned Mineral,3754914 2289706 27521178 31877365>kj[kaM  Jharkhand,02102022164140MSMP_Mar_21_advance release.pdf
2022,Karnataka,Unassigned Mineral,9893676 12369472 99218948 82683516dukZVd  Karnataka,02102022164140MSMP_Mar_21_advance release.pdf
2022,Madhya Pradesh,Unassigned Mineral,3026817 2605350 25873005 26026094e/; izns'k  Madhya Pradesh,02102022164140MSMP_Mar_21_advance release.pdf
2022,Maharashtra,Unassigned Mineral,"1837556 1504438 11918745 11371990egkjk""Vª  Maharashtra",02102022164140MSMP_Mar_21_advance release.pdf
2022,Odisha,Unassigned Mineral,44325974 40219198 279973315 341260760v®Mh'kk  Odisha,02102022164140MSMP_Mar_21_advance release.pdf
2022,Rajasthan,Unassigned Mineral,18497458 14799566 160968194 134997206jktLFkku  Rajasthan,02102022164140MSMP_Mar_21_advance release.pdf
2022,Tamil Nadu,Unassigned Mineral,701522 595951 5913155 7469066rfeyukMq  Tamil Nadu,02102022164140MSMP_Mar_21_advance release.pdf
2022,Andhra Pradesh,Unassigned Mineral,248596 159053 1262375 1672502 vkU/kz izns'k  Andhra Pradesh,02102022164140MSMP_Mar_21_advance release.pdf
2022,Chhattisgarh,Unassigned Mineral,23940445 18957171 134983729 100773037 NRrhlx<  Chhattisgarh,02102022164140MSMP_Mar_21_advance release.pdf
2022,Gujarat,Unassigned Mineral,113507 102679 1196637 1439889 xqtjkr  Gujarat,02102022164140MSMP_Mar_21_advance release.pdf
2022,Jharkhand,Unassigned Mineral,3737250 2263853 27358299 31517540>kj[kaM  Jharkhand,02102022164140MSMP_Mar_21_advance release.pdf
2022,Karnataka,Unassigned Mineral,9182031 11720714 93207028 75959241dukZVd  Karnataka,02102022164140MSMP_Mar_21_advance release.pdf
2022,Madhya Pradesh,Unassigned Mineral,1712068 1451262 13736355 13246958e/; izns'k  Madhya Pradesh,02102022164140MSMP_Mar_21_advance release.pdf
2022,Maharashtra,Unassigned Mineral,"1427059 1151209 8539400 7837883egkjk""Vª  Maharashtra",02102022164140MSMP_Mar_21_advance release.pdf
2022,Odisha,Unassigned Mineral,44083085 40022523 277696921 339376722v®Mh'kk  Odisha,02102022164140MSMP_Mar_21_advance release.pdf
2022,Rajasthan,Unassigned Mineral,15836826 12657247 137117637 111108343jktLFkku  Rajasthan,02102022164140MSMP_Mar_21_advance release.pdf
2022,Andhra Pradesh,Unassigned Mineral,1064686 850405 8766959 9268662 vkU/kz izns'k  Andhra Pradesh,02102022164140MSMP_Mar_21_advance release.pdf
2022,Chhattisgarh,Unassigned Mineral,1057240 850960 9422153 10204838 NRrhlx<  Chhattisgarh,02102022164140MSMP_Mar_21_advance release.pdf
2022,Gujarat,Unassigned Mineral,595812 575827 5236306 5523014 xqtjkr  Gujarat,02102022164140MSMP_Mar_21_advance release.pdf
2022,Jharkhand,Unassigned Mineral,17664 25853 162879 359825>kj[kaM  Jharkhand,02102022164140MSMP_Mar_21_advance release.pdf
2022,Karnataka,Unassigned Mineral,711645 648758 6011920 6724275dukZVd  Karnataka,02102022164140MSMP_Mar_21_advance release.pdf
2022,Madhya Pradesh,Unassigned Mineral,1314749 1154088 12136650 12779136e/; izns'k  Madhya Pradesh,02102022164140MSMP_Mar_21_advance release.pdf
2022,Maharashtra,Unassigned Mineral,"410497 353229 3379345 3534107egkjk""Vª  Maharashtra",02102022164140MSMP_Mar_21_advance release.pdf
2022,Odisha,Unassigned Mineral,242889 196675 2276394 1884038v®Mh'kk  Odisha,02102022164140MSMP_Mar_21_advance release.pdf
2022,Rajasthan,Unassigned Mineral,2660632 2142319 23850557 23888863jktLFkku  Rajasthan,02102022164140MSMP_Mar_21_advance release.pdf
2022,Tamil Nadu,Unassigned Mineral,701522 595951 5913155 7469066 rfeyukMq  Tamil Nadu,02102022164140MSMP_Mar_21_advance release.pdf
2022,Chhattisgarh,Unassigned Mineral,27507 - 18924 - 158409 - 157745 - NRrhlx<  Chhattisgarh,02102022164140MSMP_Mar_21_advance release.pdf
2022,Jharkhand,Unassigned Mineral,15600 - 12246 - 119296 - 131763 ->kj[kaM  Jharkhand,02102022164140MSMP_Mar_21_advance release.pdf
2022,Madhya Pradesh,Unassigned Mineral,12764 - 11129 - 132531 - 125726 -e/; izns'k  Madhya Pradesh,02102022164140MSMP_Mar_21_advance release.pdf
2022,Maharashtra,Unassigned Mineral,"8092 - 6805 - 47435 - 54746 -egkjk""Vª  Maharashtra",02102022164140MSMP_Mar_21_advance release.pdf
2022,Odisha,Unassigned Mineral,19111 - 14711 - 154150 - 143016 -v®Mh'kk  Odisha,02102022164140MSMP_Mar_21_advance release.pdf
2022,Gujarat,Unassigned Mineral,1208 - 1135 - 9533 - 10357 - xqtjkr  Gujarat,02102022164140MSMP_Mar_21_advance release.pdf
2022,Rajasthan,Unassigned Mineral,929 - 620 - 9056 - 8223 - jktLFkku  Rajasthan,02102022164140MSMP_Mar_21_advance release.pdf
2022,Tamil Nadu,Unassigned Mineral,3069 - 2001 - 18026 - 23516 - rfeyukMq  Tamil Nadu,02102022164140MSMP_Mar_21_advance release.pdf
2022,Andhra Pradesh,Unassigned Mineral,67 - 60 - 827 - 912 - vkU/kz izns'k  Andhra Pradesh,02102022164140MSMP_Mar_21_advance release.pdf
2022,Gujarat,Unassigned Mineral,94 - 85 - 1138 - 1342 - xqtjkr  Gujarat,02102022164140MSMP_Mar_21_advance release.pdf
2022,Jharkhand,Unassigned Mineral,++ - ++ - 2 - 5 ->kj[kaM  Jharkhand,02102022164140MSMP_Mar_21_advance release.pdf
2022,Madhya Pradesh,Unassigned Mineral,27 - 24 - 334 - 345 -e/; izns'k  Madhya Pradesh,02102022164140MSMP_Mar_21_advance release.pdf
2022,Rajasthan,Unassigned Mineral,201 - 164 - 2040 - 1883 -jktLFkku  Rajasthan,02102022164140MSMP_Mar_21_advance release.pdf
2022,Tamil Nadu,Unassigned Mineral,76 - 58 - 911 - 1097 -rfeyukMq  Tamil Nadu,02102022164140MSMP_Mar_21_advance release.pdf
2022,Andhra Pradesh,Unassigned Mineral,16 - 16 - 195 - 244 - vkU/kz izns'k  Andhra Pradesh,02102022164140MSMP_Mar_21_advance release.pdf
2022,Gujarat,Unassigned Mineral,405 - 360 - 4651 - 4707 - xqtjkr  Gujarat,02102022164140MSMP_Mar_21_advance release.pdf
2022,Rajasthan,Unassigned Mineral,524 - 458 - 5891 - 6652 - jktLFkku  Rajasthan,02102022164140MSMP_Mar_21_advance release.pdf
2022,Tamil Nadu,Unassigned Mineral,34 - 32 - 410 - 416 - rfeyukMq  Tamil Nadu,02102022164140MSMP_Mar_21_advance release.pdf
2022,Chhattisgarh,Unassigned Mineral,70482 77874 42447 46419 715296 751480 1565307 1609377 NRrhlx<  Chhattisgarh,02102022164140MSMP_Mar_21_advance release.pdf
2022,Gujarat,Unassigned Mineral,127624 113507 110033 102679 1497712 1196637 2076329 1439889 xqtjkr  Gujarat,02102022164140MSMP_Mar_21_advance release.pdf
2022,Jharkhand,Unassigned Mineral,70788 86497 175024 187630 1497473 1586192 1418793 1400830>kj[kaM  Jharkhand,02102022164140MSMP_Mar_21_advance release.pdf
2022,Madhya Pradesh,Unassigned Mineral,57907 49790 61581 46452 621505 472602 685929 546953e/; izns'k  Madhya Pradesh,02102022164140MSMP_Mar_21_advance release.pdf
2022,Maharashtra,Unassigned Mineral,"111632 70284 94822 64597 471068 335740 595562 401196egkjk""Vª  Maharashtra",02102022164140MSMP_Mar_21_advance release.pdf
2022,Odisha,Unassigned Mineral,1694303 1608508 1473178 1373226 15565611 12324450 15483307 10901088v®Mh'kk  Odisha,02102022164140MSMP_Mar_21_advance release.pdf
2022,Maharashtra,Unassigned Mineral,"0 0 0 0 0 0 0 0 egkjk""Vª  Maharashtra",02102022164140MSMP_Mar_21_advance release.pdf
2022,Odisha,Unassigned Mineral,607225 6085807 556957 4875496 2863869 22910242 3929260 32134395 v®Mh'kk   Odisha,02102022164140MSMP_Mar_21_advance release.pdf
2022,Jharkhand,Unassigned Mineral,3200 0 3802 0 41772 0 288477 0>kj[kaM  Jharkhand,02102022164140MSMP_Mar_21_advance release.pdf
2022,Madhya Pradesh,Unassigned Mineral,342413 0 213168 0 2344087 0 2544472 0e/; izns'k  Madhya Pradesh,02102022164140MSMP_Mar_21_advance release.pdf
2022,Rajasthan,Unassigned Mineral,111799 0 97715 0 991991 0 1119523 0jktLFkku  Rajasthan,02102022164140MSMP_Mar_21_advance release.pdf
2022,Jharkhand,Unassigned Mineral,7 131 269 4643 1209 23707 7660 604135>kj[kaM  Jharkhand,02102022164140MSMP_Mar_21_advance release.pdf
2022,Madhya Pradesh,Unassigned Mineral,6327 491865 5875 522158 64920 5238310 65094 4750125e/; izns'k  Madhya Pradesh,02102022164140MSMP_Mar_21_advance release.pdf
2022,Rajasthan,Unassigned Mineral,4726 479547 4476 427217 42590 3371952 51832 3094145jktLFkku  Rajasthan,02102022164140MSMP_Mar_21_advance release.pdf
2022,Jharkhand,Iron Ore,351 0 338 0 2859 0 4807 0>kj[kaM  Jharkhand,02102022164140MSMP_Mar_21_advance release.pdf
2022,Karnataka,Iron Ore,49315 0 43335 0 447752 0 590704 0dukZVd  Karnataka,02102022164140MSMP_Mar_21_advance release.pdf
2022,Jharkhand,Iron Ore,1 6012 1 6472 11 53790 18 64689>kj[kaM ¼2½  Jharkhand (2),02102022164140MSMP_Mar_21_advance release.pdf
2022,Karnataka,Iron Ore,147 650831 126 589562 1116 5422159 1724 6431034dukZVd  Karnataka,02102022164140MSMP_Mar_21_advance release.pdf
2022,Jharkhand,Iron Ore,1 6012 1 6472 11 53790 18 64689>kj[kaM  Jharkhand,02102022164140MSMP_Mar_21_advance release.pdf
2022,Karnataka,Iron Ore,147 650831 126 589562 1116 5422159 1724 6431034dukZVd  Karnataka,02102022164140MSMP_Mar_21_advance release.pdf
2022,Jharkhand,Iron Ore,0 0 0 0 0 0 0 0>kj[kaM ¼2½  Jharkhand (2),02102022164140MSMP_Mar_21_advance release.pdf
2022,Andhra Pradesh,Iron Ore,25 18024 20 14292 360 275300 825 613393 vkU/kz izns'k  Andhra Pradesh,02102022164140MSMP_Mar_21_advance release.pdf
2022,Chhattisgarh,Iron Ore,4970 23860711 4189 18909737 36989 134222836 34728 99153323 NRrhlx<  Chhattisgarh,02102022164140MSMP_Mar_21_advance release.pdf
2022,Jharkhand,Iron Ore,2042 3644610 1819 2065108 21434 25694610 25015 29411760>kj[kaM  Jharkhand,02102022164140MSMP_Mar_21_advance release.pdf
2022,Karnataka,Iron Ore,2915 8368293 3084 10903785 34542 85430466 31392 67326043dukZVd  Karnataka,02102022164140MSMP_Mar_21_advance release.pdf
2022,Madhya Pradesh,Iron Ore,593 389867 314 188699 4094 2165967 3343 1729068e/; izns'k  Madhya Pradesh,02102022164140MSMP_Mar_21_advance release.pdf
2022,Maharashtra,Iron Ore,"334 463254 217 303641 1249 1680086 1131 1340244egkjk""Vª  Maharashtra",02102022164140MSMP_Mar_21_advance release.pdf
2022,Odisha,Iron Ore,11660 36079878 11745 33474427 104631 240326857 146637 293179734v®Mh'kk  Odisha,02102022164140MSMP_Mar_21_advance release.pdf
2022,Rajasthan,Iron Ore,129 477807 86 343326 1088 3982372 1012 3677013jktLFkku  Rajasthan,02102022164140MSMP_Mar_21_advance release.pdf
2022,Andhra Pradesh,Iron Ore,15 11973 12 9914 219 193085 508 424030 vkU/kz izns'k  Andhra Pradesh,02102022164140MSMP_Mar_21_advance release.pdf
2022,Chhattisgarh,Iron Ore,1694 9246269 1455 7699402 12686 52484987 12191 38230890 NRrhlx<  Chhattisgarh,02102022164140MSMP_Mar_21_advance release.pdf
2022,Jharkhand,Iron Ore,441 880571 408 555666 4827 6689282 6954 9627055>kj[kaM  Jharkhand,02102022164140MSMP_Mar_21_advance release.pdf
2022,Karnataka,Iron Ore,838 3143408 967 4457486 10137 32995840 9248 25077852dukZVd  Karnataka,02102022164140MSMP_Mar_21_advance release.pdf
2022,Madhya Pradesh,Iron Ore,59 38512 104 68151 859 470699 1467 687760 e/; izns'k  Madhya Pradesh,02102022164140MSMP_Mar_21_advance release.pdf
2022,Maharashtra,Iron Ore,"12 33777 15 38616 113 268184 93 197711 egkjk""Vª  Maharashtra",02102022164140MSMP_Mar_21_advance release.pdf
2022,Odisha,Iron Ore,3593 14311856 3610 12225010 32661 96411951 45363 121484813 v®Mh'kk  Odisha,02102022164140MSMP_Mar_21_advance release.pdf
2022,Rajasthan,Iron Ore,16 7714 14 6240 57 34856 188 51060 jktLFkku  Rajasthan,02102022164140MSMP_Mar_21_advance release.pdf
2022,Andhra Pradesh,Iron Ore,10 6051 8 4378 141 82215 317 189363 vkU/kz izns'k  Andhra Pradesh,02102022164140MSMP_Mar_21_advance release.pdf
2022,Chhattisgarh,Iron Ore,3276 14614442 2734 11210335 24303 81737849 22537 60922433 NRrhlx<  Chhattisgarh,02102022164140MSMP_Mar_21_advance release.pdf
2022,Jharkhand,Iron Ore,1601 2764039 1411 1509442 16607 19005328 18061 19784705>kj[kaM  Jharkhand,02102022164140MSMP_Mar_21_advance release.pdf
2022,Karnataka,Iron Ore,2077 5224885 2117 6446299 24405 52434626 22144 42248191dukZVd  Karnataka,02102022164140MSMP_Mar_21_advance release.pdf
2022,Madhya Pradesh,Iron Ore,534 351355 210 120548 3235 1695268 1876 1041308e/; izns'k  Madhya Pradesh,02102022164140MSMP_Mar_21_advance release.pdf
2022,Maharashtra,Iron Ore,"322 429477 202 265025 1136 1411902 1038 1142533egkjk""Vª  Maharashtra",02102022164140MSMP_Mar_21_advance release.pdf
2022,Odisha,Iron Ore,8066 21760967 8126 21202503 71810 143490894 100916 170994093v®Mh'kk  Odisha,02102022164140MSMP_Mar_21_advance release.pdf
2022,Rajasthan,Iron Ore,++ 219 ++ 122 1 908 ++ 63jktLFkku  Rajasthan,02102022164140MSMP_Mar_21_advance release.pdf
2022,Madhya Pradesh,Iron Ore,0 0 0 0 0 0 0 0 e/; izns'k  Madhya Pradesh,02102022164140MSMP_Mar_21_advance release.pdf
2022,Odisha,Iron Ore,1 7055 9 46914 160 424012 358 700828 v®Mh'kk  Odisha,02102022164140MSMP_Mar_21_advance release.pdf
2022,Rajasthan,Iron Ore,113 469874 72 336964 1030 3946608 824 3625890 jktLFkku  Rajasthan,02102022164140MSMP_Mar_21_advance release.pdf
2022,Rajasthan,Iron Ore,1570749 0 1380878 0 15455343 0 14479032 0   jktLFkku  Rajasthan,02102022164140MSMP_Mar_21_advance release.pdf
2022,Rajasthan,Iron Ore,41361 2295219 34009 1877982 376924 20416324 351746 18260832   jktLFkku  Rajasthan,02102022164140MSMP_Mar_21_advance release.pdf
2022,Rajasthan,Iron Ore,164488 7300174 131572 5719459 1513996 66668989 1446824 60438504   jktLFkku  Rajasthan,02102022164140MSMP_Mar_21_advance release.pdf
2022,Andhra Pradesh,Unassigned Mineral,54951 230572 37011 144761 250255 987075 330530 1059109 vkU/kz izns'k  Andhra Pradesh,02102022164140MSMP_Mar_21_advance release.pdf
2022,Gujarat,Unassigned Mineral,0 0 0 0 0 0 0 0 xqtjkr  Gujarat,02102022164140MSMP_Mar_21_advance release.pdf
2022,Jharkhand,Unassigned Mineral,0 0 0 0 0 0 4785 36126>kj[kaM  Jharkhand,02102022164140MSMP_Mar_21_advance release.pdf
2022,Karnataka,Unassigned Mineral,49433 161891 34967 226395 371046 2347159 336745 2194098dukZVd  Karnataka,02102022164140MSMP_Mar_21_advance release.pdf
2022,Madhya Pradesh,Unassigned Mineral,115578 780546 116905 693953 921147 5859476 962576 6220812e/; izns'k  Madhya Pradesh,02102022164140MSMP_Mar_21_advance release.pdf
2022,Maharashtra,Unassigned Mineral,"83740 893521 75605 782971 644484 6523574 720518 6096443egkjk""Vª  Maharashtra",02102022164140MSMP_Mar_21_advance release.pdf
2022,Odisha,Unassigned Mineral,93011 308892 86632 299374 483069 2135372 537325 3161505v®Mh'kk  Odisha,02102022164140MSMP_Mar_21_advance release.pdf
2022,Rajasthan,Unassigned Mineral,665 1995 1250 3750 6940 20820 9937 29811jktLFkku  Rajasthan,02102022164140MSMP_Mar_21_advance release.pdf
2022,Karnataka,Unassigned Mineral,16 1016 14 972 119 7244 187 8066 dukZVd  Karnataka,02102022164140MSMP_Mar_21_advance release.pdf
2022,Rajasthan,Unassigned Mineral,81138 5282084 62019 4285513 705676 42657180 609153 25608038 jktLFkku  Rajasthan,02102022164140MSMP_Mar_21_advance release.pdf
2022,Chhattisgarh,Unassigned Mineral,3192 1860 1979 1015 16865 9413 15530 10337   NRrhlx<   Chhattisgarh,02102022164140MSMP_Mar_21_advance release.pdf
2022,Andhra Pradesh,Unassigned Mineral,0 0 0 0 0 0 0 0   vkU/kz izns'k   Andhra Pradesh,02102022164140MSMP_Mar_21_advance release.pdf
2022,Madhya Pradesh,Unassigned Mineral,2400 2256 2270 2134 97880 92007 99960 94304 e/; izns'k  Madhya Pradesh,02102022164140MSMP_Mar_21_advance release.pdf
2022,Rajasthan,Unassigned Mineral,132167 602182 96276 379451 1357747 5349981 1300229 4637009   jktLFkku   Rajasthan,02102022164140MSMP_Mar_21_advance release.pdf
2022,Andhra Pradesh,Unassigned Mineral,0 0 0 0 0 0 0 0 vkU/kz izns'k ¼3½   Andhra Pradesh (3),02102022164140MSMP_Mar_21_advance release.pdf
2022,Madhya Pradesh,Unassigned Mineral,34 549 34 1625 13917 220304 28816 352472 e/; izns'k   Madhya Pradesh,02102022164140MSMP_Mar_21_advance release.pdf
2022,Jharkhand,Unassigned Mineral,0 0 0 0 0 0 0 0>kj[kaM  Jharkhand,02102022164140MSMP_Mar_21_advance release.pdf
2022,Maharashtra,Unassigned Mineral,"370 2801 50 154 1052 7897 1315 8844   egkjk""Vª  Maharashtra",02102022164140MSMP_Mar_21_advance release.pdf
2022,Andhra Pradesh,Unassigned Mineral,0 0 0 0 0 0 0 0 vkU/kz izns'k  Andhra Pradesh,02102022164140MSMP_Mar_21_advance release.pdf
2022,Odisha,Unassigned Mineral,0 0 0 0 0 0 0 0 v®Mh'kk  Odisha,02102022164140MSMP_Mar_21_advance release.pdf
2022,Rajasthan,Unassigned Mineral,2697 9885 1527 5526 9307 33585 568 1775 jktLFkku  Rajasthan,02102022164140MSMP_Mar_21_advance release.pdf
2022,Tamil Nadu,Unassigned Mineral,0 0 0 0 0 0 0 0 rfeyukMq  Tamil Nadu,02102022164140MSMP_Mar_21_advance release.pdf
2022,Rajasthan,Unassigned Mineral,0 0 0 0 0 0 0 0   jktLFkku  Rajasthan,02102022164140MSMP_Mar_21_advance release.pdf
2022,Chhattisgarh,Unassigned Mineral,686 730 512 545 1701 1765 908 409 NRrhlx<  Chhattisgarh,02102022164140MSMP_Mar_21_advance release.pdf
2022,Jharkhand,Unassigned Mineral,225 219 310 302 5674 5795 21202 20661>kj[kaM  Jharkhand,02102022164140MSMP_Mar_21_advance release.pdf
2022,Odisha,Unassigned Mineral,1273 4941 870 5060 12767 41633 12564 34838v®Mh'kk  Odisha,02102022164140MSMP_Mar_21_advance release.pdf
2022,Tamil Nadu,Unassigned Mineral,2424 2465 924 1596 10026 10861 0 0rfeyukMq  Tamil Nadu,02102022164140MSMP_Mar_21_advance release.pdf
2022,Odisha,Unassigned Mineral,0 0 0 0 16 73 90 579 v®Mh'kk  Odisha,02102022164140MSMP_Mar_21_advance release.pdf
2022,Karnataka,Unassigned Mineral,645 1155 600 1074 3780 7414 400 880 dukZVd  Karnataka,02102022164140MSMP_Mar_21_advance release.pdf
2022,Maharashtra,Unassigned Mineral,"262 536 109 245 1145 3423 3098 11848 egkjk""Vª  Maharashtra",02102022164140MSMP_Mar_21_advance release.pdf
2022,Andhra Pradesh,Unassigned Mineral,0 0 0 0 0 0 0 0 vkU/kz izns'k  Andhra Pradesh,02102022164140MSMP_Mar_21_advance release.pdf
2022,Maharashtra,Unassigned Mineral,"190 323 190 323 11110 26611 13221 37903 egkjk""Vª  Maharashtra",02102022164140MSMP_Mar_21_advance release.pdf
2022,Odisha,Unassigned Mineral,0 0 0 0 0 0 0 0 v®Mh'kk  Odisha,02102022164140MSMP_Mar_21_advance release.pdf
2022,Andhra Pradesh,Limestone,5117 1064498 4032 850280 41148 8766490 42532 9267248 vkU/kz izns'k  Andhra Pradesh,02102022164140MSMP_Mar_21_advance release.pdf
2022,Chhattisgarh,Limestone,4195 1055823 3574 850372 40378 9416969 42699 10200663 NRrhlx<  Chhattisgarh,02102022164140MSMP_Mar_21_advance release.pdf
2022,Gujarat,Limestone,2578 576423 2454 550649 22245 5017115 22868 5204303 xqtjkr  Gujarat,02102022164140MSMP_Mar_21_advance release.pdf
2022,Jharkhand,Limestone,37 17445 71 25551 324 157084 785 339164>kj[kaM  Jharkhand,02102022164140MSMP_Mar_21_advance release.pdf
2022,Karnataka,Limestone,3839 706764 3533 643923 33189 5965087 34165 6672035dukZVd  Karnataka,02102022164140MSMP_Mar_21_advance release.pdf
2022,Madhya Pradesh,Limestone,4845 1311944 4159 1150329 45978 11824339 47118 12332360e/; izns'k  Madhya Pradesh,02102022164140MSMP_Mar_21_advance release.pdf
2022,Maharashtra,Limestone,"1682 406837 1405 352507 13939 3341414 14614 3475512egkjk""Vª  Maharashtra",02102022164140MSMP_Mar_21_advance release.pdf
2022,Odisha,Limestone,769 237948 614 191615 7187 2234688 5627 1848621v®Mh'kk  Odisha,02102022164140MSMP_Mar_21_advance release.pdf
2022,Rajasthan,Limestone,8189 2038652 6914 1745638 74450 18357853 72390 19094468jktLFkku  Rajasthan,02102022164140MSMP_Mar_21_advance release.pdf
2022,Tamil Nadu,Limestone,2454 652936 2123 556807 21144 5531065 24461 7151088rfeyukMq  Tamil Nadu,02102022164140MSMP_Mar_21_advance release.pdf
2022,Karnataka,Limestone,0 0 0 0 0 0 1017 3051 dukZVd  Karnataka,02102022164140MSMP_Mar_21_advance release.pdf
2022,Karnataka,Limestone,645 3726 565 3761 6061 39419 7198 48309 dukZVd  Karnataka,02102022164140MSMP_Mar_21_advance release.pdf
2022,Tamil Nadu,Limestone,6639 28141 5537 24555 47646 208954 51147 222293 rfeyukMq  Tamil Nadu,02102022164140MSMP_Mar_21_advance release.pdf
2022,Gujarat,Limestone,112683 19389 131146 25178 1286248 219191 1646104 318711 xqtjkr  Gujarat,02102022164140MSMP_Mar_21_advance release.pdf
