fiscal_year,commodity,state,cumulative_qty_mt,cumulative_val_inr_crores,source_file
2017,Limestone,Madhya Pradesh,39430.0,8868182.0,11302017125132MSMP_MARCH 17_final_release.pdf
2017,Limestone,Maharashtra,13036.0,2842122.0,11302017125132MSMP_MARCH 17_final_release.pdf
2017,Limestone,Odisha,4532.0,1489611.0,11302017125132MSMP_MARCH 17_final_release.pdf
2017,Limestone,Rajasthan,67336.0,15253871.0,11302017125132MSMP_MARCH 17_final_release.pdf
2017,Limestone,Tamil Nadu,23008.0,6623612.0,11302017125132MSMP_MARCH 17_final_release.pdf
2017,Limestone,Karnataka,1221.0,1258.0,11302017125132MSMP_MARCH 17_final_release.pdf
2017,Limestone,Karnataka,8161.0,39962.0,11302017125132MSMP_MARCH 17_final_release.pdf
2017,Limestone,Tamil Nadu,264913.0,705318.0,11302017125132MSMP_MARCH 17_final_release.pdf
2017,Limestone,Gujarat,2389707.0,319957.0,11302017125132MSMP_MARCH 17_final_release.pdf
2017,Limestone,Chhattisgarh,26042.0,6117.0,11302017125132MSMP_MARCH 17_final_release.pdf
2017,Limestone,Rajasthan,3103.0,6206.0,11302017125132MSMP_MARCH 17_final_release.pdf
2017,Limestone,Rajasthan,47386.0,20735.0,11302017125132MSMP_MARCH 17_final_release.pdf
2017,Limestone,Gujarat,101743.0,0.0,11302017125132MSMP_MARCH 17_final_release.pdf
2017,Limestone,Maharashtra,56670.0,0.0,11302017125132MSMP_MARCH 17_final_release.pdf
2017,Limestone,Andhra Pradesh,21890.0,7986.0,11302017125132MSMP_MARCH 17_final_release.pdf
2017,Limestone,Rajasthan,421.0,400.0,11302017125132MSMP_MARCH 17_final_release.pdf
2017,Limestone,Tamil Nadu,968.0,2170.0,11302017125132MSMP_MARCH 17_final_release.pdf
2017,Limestone,Rajasthan,175348.0,150313.0,11302017125132MSMP_MARCH 17_final_release.pdf
2017,Limestone,Chhattisgarh,2565.0,2177.0,11302017125132MSMP_MARCH 17_final_release.pdf
2017,Limestone,Jharkhand,33.0,19.0,11302017125132MSMP_MARCH 17_final_release.pdf
2017,Limestone,Maharashtra,74.0,211.0,11302017125132MSMP_MARCH 17_final_release.pdf
2017,Limestone,Odisha,7058.0,6915.0,11302017125132MSMP_MARCH 17_final_release.pdf
2017,Limestone,Rajasthan,38.0,37.0,11302017125132MSMP_MARCH 17_final_release.pdf
2018,Limestone,Andhra Pradesh,11123298.0,9330823.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Chhattisgarh,91839863.0,70679868.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Gujarat,6778917.0,8575879.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Jharkhand,20703857.0,17160384.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Karnataka,81799724.0,55521777.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Madhya Pradesh,21412753.0,18145568.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Maharashtra,12289218.0,11159892.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Odisha,200917711.0,160195056.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Rajasthan,110191103.0,96532228.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Tamil Nadu,5950854.0,7478149.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Andhra Pradesh,1154851.0,993802.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Chhattisgarh,83554299.0,62050380.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Gujarat,1609239.0,3147661.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Jharkhand,20170099.0,16647266.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Karnataka,76599268.0,50003471.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Madhya Pradesh,12083016.0,8971934.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Maharashtra,9113935.0,8276768.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Odisha,198948970.0,158348079.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Rajasthan,90116962.0,77530055.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Andhra Pradesh,9968447.0,8337021.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Chhattisgarh,8285564.0,8629488.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Gujarat,5169678.0,5428218.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Jharkhand,533758.0,513118.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Karnataka,5200456.0,5518306.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Madhya Pradesh,9329737.0,9173634.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Maharashtra,3175283.0,2883124.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Odisha,1968741.0,1846977.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Rajasthan,20074141.0,19002173.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Chhattisgarh,142510.0,138525.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Jharkhand,123485.0,126435.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Madhya Pradesh,112239.0,105013.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Maharashtra,42220.0,40559.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Odisha,143328.0,139359.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Gujarat,13782.0,10546.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Rajasthan,7606.0,8480.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Tamil Nadu,26280.0,26204.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Andhra Pradesh,943.0,868.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Gujarat,1557.0,1580.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Madhya Pradesh,199.0,6.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Rajasthan,1388.0,1278.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Tamil Nadu,1186.0,983.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Andhra Pradesh,322.0,276.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Gujarat,4592.0,4605.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Rajasthan,7885.0,8165.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Tamil Nadu,347.0,284.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Iron Ore,Andhra Pradesh,485.0,264799.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Iron Ore,Chhattisgarh,33285.0,60676299.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Iron Ore,Jharkhand,21226.0,14623291.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Iron Ore,Karnataka,26483.0,44516152.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Iron Ore,Madhya Pradesh,1772.0,767339.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Iron Ore,Maharashtra,1321.0,1152443.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Iron Ore,Odisha,99614.0,115628185.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Iron Ore,Rajasthan,1228.0,3107923.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Iron Ore,Andhra Pradesh,302.0,204091.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Iron Ore,Chhattisgarh,12096.0,24402985.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Iron Ore,Jharkhand,5939.0,4646787.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Iron Ore,Karnataka,8891.0,16622763.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Iron Ore,Madhya Pradesh,136.0,108922.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Iron Ore,Maharashtra,231.0,370585.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Iron Ore,Odisha,35565.0,53693919.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Iron Ore,Rajasthan,122.0,41668.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Iron Ore,Andhra Pradesh,183.0,60708.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Iron Ore,Chhattisgarh,21189.0,36273314.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Iron Ore,Jharkhand,15287.0,9976504.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Iron Ore,Karnataka,17592.0,27893389.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Iron Ore,Madhya Pradesh,1634.0,655590.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Iron Ore,Maharashtra,1090.0,781858.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Iron Ore,Odisha,64049.0,61934266.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Iron Ore,Rajasthan,611.0,48.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Iron Ore,Madhya Pradesh,2.0,2827.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Iron Ore,Rajasthan,1106.0,3066207.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Andhra Pradesh,35515.0,7446888.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Chhattisgarh,32156.0,8622865.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Gujarat,25813.0,5110332.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Jharkhand,1146.0,501660.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Karnataka,29751.0,5475530.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Madhya Pradesh,36164.0,8405039.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Maharashtra,12124.0,2840194.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Odisha,4752.0,1598449.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Rajasthan,66906.0,15908982.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Tamil Nadu,23670.0,6692906.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Karnataka,4003.0,7779.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Karnataka,8391.0,34997.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Tamil Nadu,223406.0,623084.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Gujarat,2203700.0,317886.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Chhattisgarh,27685.0,6623.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Rajasthan,4328.0,8656.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Rajasthan,77270.0,55340.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Gujarat,100952.0,0.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Maharashtra,48990.0,0.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Odisha,86734.0,0.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Andhra Pradesh,7225.0,2441.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Rajasthan,127.0,127.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Tamil Nadu,1690.0,5594.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Rajasthan,166186.0,158823.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Chhattisgarh,3203.0,2453.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Jharkhand,105.0,111.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Karnataka,2068.0,2340.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Maharashtra,159.0,51.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Odisha,6439.0,5198.0,12172018133547MSMP_MAR_2018_Rev.pdf
2018,Limestone,Rajasthan,6.0,7.0,12172018133547MSMP_MAR_2018_Rev.pdf
2020,Limestone,Rajasthan,89.0,82.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Karnataka,11.9,85.7,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Andhra Pradesh,12923845.0,11435094.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Chhattisgarh,110762444.0,92411329.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Gujarat,6961939.0,7850491.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Jharkhand,25109919.0,24156749.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Karnataka,87418824.0,86809218.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Madhya Pradesh,25821077.0,23186437.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Maharashtra,13177721.0,12405349.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Odisha,301702249.0,196101000.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Rajasthan,128318193.0,111777483.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Tamil Nadu,6776569.0,6553035.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Andhra Pradesh,1657712.0,1109206.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Chhattisgarh,101537476.0,83757352.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Gujarat,1293201.0,2141013.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Jharkhand,24663272.0,23161411.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Karnataka,81426801.0,81028574.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Madhya Pradesh,14397235.0,11928823.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Maharashtra,9836452.0,9228157.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Odisha,299383006.0,194161061.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Rajasthan,106170901.0,90537094.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Andhra Pradesh,11266133.0,10325888.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Chhattisgarh,9224968.0,8653977.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Gujarat,5668738.0,5709478.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Jharkhand,446647.0,995338.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Karnataka,5992023.0,5780644.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Madhya Pradesh,11423842.0,11257614.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Maharashtra,3341269.0,3177192.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Odisha,2319243.0,1939939.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Rajasthan,22147292.0,21240389.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Chhattisgarh,161893.0,142546.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Jharkhand,134666.0,123297.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Madhya Pradesh,118661.0,112127.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Maharashtra,49818.0,42219.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Odisha,144312.0,143328.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Gujarat,12565.0,13781.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Rajasthan,8677.0,9294.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Tamil Nadu,23041.0,23569.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Andhra Pradesh,1046.0,959.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Gujarat,1349.0,1605.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Madhya Pradesh,357.0,200.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Rajasthan,1378.0,1442.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Tamil Nadu,1167.0,1208.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Andhra Pradesh,296.0,322.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Gujarat,4625.0,4590.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Rajasthan,7667.0,7887.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Tamil Nadu,395.0,345.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Iron Ore,Andhra Pradesh,674.0,402892.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Iron Ore,Chhattisgarh,34418.0,81546969.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Iron Ore,Jharkhand,20169.0,20636973.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Iron Ore,Karnataka,28691.0,74742826.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Iron Ore,Madhya Pradesh,2743.0,1239712.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Iron Ore,Maharashtra,940.0,1029104.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Iron Ore,Odisha,102186.0,150845108.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Iron Ore,Rajasthan,1320.0,4066062.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Iron Ore,Andhra Pradesh,402.0,320091.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Iron Ore,Chhattisgarh,12222.0,31781088.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Iron Ore,Jharkhand,6090.0,6984493.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Iron Ore,Karnataka,9427.0,27966193.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Iron Ore,Madhya Pradesh,359.0,186400.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Iron Ore,Maharashtra,323.0,500406.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Iron Ore,Odisha,34398.0,69584107.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Iron Ore,Rajasthan,126.0,43505.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Iron Ore,Andhra Pradesh,272.0,82801.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Iron Ore,Chhattisgarh,22196.0,49765881.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Iron Ore,Jharkhand,14079.0,13652480.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Iron Ore,Karnataka,19264.0,46776633.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Iron Ore,Madhya Pradesh,2384.0,1053312.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Iron Ore,Maharashtra,617.0,528698.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Iron Ore,Odisha,67504.0,80870647.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Iron Ore,Rajasthan,4.0,1092.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Iron Ore,Odisha,284.0,390354.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Iron Ore,Rajasthan,1190.0,4021465.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Andhra Pradesh,38889.0,8567180.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Chhattisgarh,36391.0,8652173.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Gujarat,26019.0,5414111.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Jharkhand,1190.0,976218.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Karnataka,30059.0,5725156.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Madhya Pradesh,43060.0,10779367.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Maharashtra,14152.0,3134365.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Odisha,4968.0,1578887.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Rajasthan,74138.0,17482060.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Tamil Nadu,20538.0,5994269.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Karnataka,4537.0,12806.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Karnataka,8419.0,42682.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Tamil Nadu,122430.0,444771.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Gujarat,1870836.0,295367.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Tamil Nadu,98960.0,35922.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Chhattisgarh,7100.0,1804.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Rajasthan,469.0,939.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Rajasthan,86662.0,53164.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Gujarat,95343.0,0.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Maharashtra,58904.0,0.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Odisha,231075.0,0.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Andhra Pradesh,4790.0,2891.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Tamil Nadu,1264.0,4184.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Rajasthan,153049.0,126025.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Chhattisgarh,3580.0,2688.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Jharkhand,112.0,186.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Karnataka,1760.0,2100.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Odisha,7408.0,7691.0,05192020165845MSMP_MARCH_REV_2019.pdf
2020,Limestone,Rajasthan,22.0,21.0,05192020165845MSMP_MARCH_REV_2019.pdf
2022,Limestone,Rajasthan,91.0,84.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Karnataka,10.8,86.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Andhra Pradesh,10744900.0,13028300.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Chhattisgarh,111251622.0,108275361.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Gujarat,6526770.0,7399255.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Jharkhand,31184109.0,31166341.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Karnataka,81286362.0,84803138.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Madhya Pradesh,25062614.0,26094884.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Maharashtra,11235353.0,13105218.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Odisha,327555460.0,304448325.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Rajasthan,125002903.0,129998330.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Tamil Nadu,6660227.0,7230147.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Andhra Pradesh,1900184.0,1442102.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Chhattisgarh,101647290.0,98607790.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Gujarat,1348770.0,1412294.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Andhra Pradesh,8844716.0,11586198.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Chhattisgarh,9604332.0,9667571.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Gujarat,5178000.0,5986961.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Chhattisgarh,157064.0,161893.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Jharkhand,133358.0,134666.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Madhya Pradesh,125582.0,118661.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Maharashtra,54762.0,49818.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Odisha,140861.0,144312.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Gujarat,10389.0,12565.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Rajasthan,6850.0,8676.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Tamil Nadu,24946.0,23041.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Andhra Pradesh,875.0,1081.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Gujarat,1288.0,1402.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Madhya Pradesh,344.0,357.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Rajasthan,1773.0,1483.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Tamil Nadu,1051.0,1208.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Andhra Pradesh,244.0,296.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Gujarat,4707.0,4626.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Rajasthan,6652.0,7667.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Tamil Nadu,416.0,395.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Iron Ore,Andhra Pradesh,654.0,402616.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Iron Ore,Chhattisgarh,34893.0,96985465.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Iron Ore,Jharkhand,28897864.0,23433.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Iron Ore,Karnataka,66546365.0,29823.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Iron Ore,Madhya Pradesh,1729975.0,2802.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Iron Ore,Maharashtra,1280677.0,660.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Iron Ore,Odisha,278322931.0,113119.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Iron Ore,Rajasthan,3627536.0,1108.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Iron Ore,Andhra Pradesh,362.0,269587.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Iron Ore,Chhattisgarh,11657.0,34056295.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Iron Ore,Jharkhand,10051725.0,6272.0,04042022180822MSMP Mar 2020 _final release.pdf
